pair_id,delta_A,delta_B,p_breakdown,V_A_initial,V_B_initial,V_A_step_10,V_B_step_10,V_A_step_100,V_B_step_100,V_A_star,V_B_star,abs_err_A_final,abs_err_B_final
91,0.8442337800373133,0.9497079990248772,0.0465922463732840,0.5415105603250052,0.2380366597314844,0.3567618955549306,0.6990561556800774,0.3486065364141982,0.7194069363745921,0.3486065364141947,0.7194069363746008,3.4972025275692431e-15,8.7707618945387367e-15
92,0.7241550122755347,0.9181259448652702,0.2465048139962279,0.1315139267556262,0.2927697949590247,0.4950581151575811,0.7298355396784166,0.4950794716718107,0.7298612152388964,0.4950794716718107,0.7298612152388964,5.5511151231257827e-17,0.0000000000000000e+00
93,0.6928901885263116,0.9729989781294294,0.2427886937868429,0.2226233638241896,0.3920871772014101,0.4290924453995593,0.7748339352588388,0.4291078268445317,0.7748624489624525,0.4291078268445317,0.7748624489624525,0.0000000000000000e+00,0.0000000000000000e+00
94,0.6547258027909807,0.7334399986411476,0.3889848738141488,0.2225223609906076,0.4955208521225056,0.6724046923678288,0.7310062576588385,0.6724047077982814,0.7310062657357203,0.6724047077982813,0.7310062657357201,1.1102230246251565e-16,1.1102230246251565e-16
95,0.8125356446970664,0.5327872787678853,0.1498197925021799,0.5999525126123422,0.3902589690884125,0.7961590228407138,0.4500102178409991,0.7961607884711730,0.4500107555327640,0.7961607884711731,0.4500107555327640,1.1102230246251565e-16,0.0000000000000000e+00
96,0.6836700530656274,0.5501097754312696,0.0260310508710063,0.4616243661893464,0.3872916720859666,0.7216754122720628,0.5194453367186714,0.7216841005666204,0.5194497519670718,0.7216841005666204,0.5194497519670718,0.0000000000000000e+00,0.0000000000000000e+00
97,0.5520719612717285,0.6973325480507248,0.2150149739398512,0.3875850625608537,0.1157328113113529,0.5933645279163948,0.7428542647246945,0.5933646440575120,0.7428546186695654,0.5933646440575121,0.7428546186695654,1.1102230246251565e-16,0.0000000000000000e+00
98,0.5666428330178473,0.6336898038110387,0.2553387247047161,0.5566391728817880,0.8655904182553432,0.6594150695740856,0.7217552220309792,0.6594150796417309,0.7217552079412773,0.6594150796417309,0.7217552079412773,0.0000000000000000e+00,0.0000000000000000e+00
99,0.9717108789837670,0.5915714838533123,0.0558411143144996,0.9701157857825572,0.6091540817780943,0.9055147145735367,0.1698591845449417,0.9054339674844081,0.1693100948231029,0.9054339674844081,0.1693100948231029,0.0000000000000000e+00,2.7755575615628914e-17
100,0.9461187315396514,0.9675378117641513,0.2211447894140787,0.3141934560558768,0.1461021846020119,0.5534747225254917,0.5904152023941711,0.5541436693665895,0.5916573463952288,0.5541436693665895,0.5916573463952288,0.0000000000000000e+00,0.0000000000000000e+00
101,0.8458594242291598,0.6038014024370988,0.0791068486633058,0.5201954336335173,0.4238744028779358,0.7831124508632100,0.3899578603779134,0.7831735489441749,0.3899499786680053,0.7831735489441750,0.3899499786680052,1.1102230246251565e-16,5.5511151231257827e-17
102,0.6376175815005694,0.9705020507113109,0.3378920231524274,0.4803700156441156,0.4167159120295455,0.4904789144160406,0.7929328680548080,0.4904789362357318,0.7929336801054542,0.4904789362357318,0.7929336801054542,0.0000000000000000e+00,0.0000000000000000e+00
103,0.9752046611269074,0.8752026433541794,0.3340645983135319,0.7166430317458448,0.6006208784891227,0.6712387213521158,0.5640859140228711,0.6712359809818604,0.5640837089606417,0.6712359809818605,0.5640837089606417,1.1102230246251565e-16,0.0000000000000000e+00
104,0.8838004339035814,0.8176539226201073,0.1718516383993767,0.7302902679829161,0.6088696178493316,0.6401829821603526,0.5315668301875636,0.6401023425004631,0.5314976496496231,0.6401023425004629,0.5314976496496230,1.1102230246251565e-16,1.1102230246251565e-16
105,0.8541072907963179,0.8344891008429016,0.3866972762051216,0.7290707214130405,0.6452221369797624,0.6670308962955979,0.6505917070555908,0.6670307773083974,0.6505917173539775,0.6670307773083975,0.6505917173539775,1.1102230246251565e-16,0.0000000000000000e+00
106,0.7256935210290185,0.6691076753563795,0.3919095497798967,0.2015195799387448,0.6979030573438074,0.7229228612930155,0.6809833150634103,0.7229228794494267,0.6809833144742276,0.7229228794494267,0.6809833144742276,0.0000000000000000e+00,0.0000000000000000e+00
